<div class="word_wrap"><h2 class="word">divulge</h2></div>	<div class="content"><div class="eng"><div class="icon_eng">英</div><div class="content_eng"> v. to make known (something private or secret)</div></div><div class="cn"><div class="icon_cn">中</div><div class="content_cn"> 泄露</div></div><div class="opp"><div class="icon_opp">反</div><div class="content_opp"> keep secret</div></div></div>
<div class="word_wrap"><h2 class="word">horrific</h2></div>	<div class="content"><div class="eng"><div class="icon_eng">英</div><div class="content_eng"> adj. causing horror or shock</div></div><div class="cn"><div class="icon_cn">中</div><div class="content_cn"> 可怕的</div></div></div>
<div class="word_wrap"><h2 class="word">multitudinous</h2></div>	<div class="content"><div class="eng"><div class="icon_eng">英</div><div class="content_eng"> adj. very many</div></div><div class="cn"><div class="icon_cn">中</div><div class="content_cn"> 很多的</div></div></div>
<div class="word_wrap"><h2 class="word">downplay</h2></div>	<div class="content"><div class="eng"><div class="icon_eng">英</div><div class="content_eng"> v. to make (something) seem smaller or less important</div></div><div class="cn"><div class="icon_cn">中</div><div class="content_cn"> 轻描淡写</div></div></div>
<div class="word_wrap"><h2 class="word">purport</h2></div>	<div class="content"><div class="eng"><div class="icon_eng">英</div><div class="content_eng"> n. meaning conveyed, professed, or implied</div></div><div class="cn"><div class="icon_cn">中</div><div class="content_cn"> 中心思想</div></div><div class="eng"><div class="icon_eng">英</div><div class="content_eng"> v. to claim to be or do a particular thing when this claim may not be true</div></div><div class="cn"><div class="icon_cn">中</div><div class="content_cn"> （虚假地）声称</div></div></div>
<div class="word_wrap"><h2 class="word">mediocre</h2></div>	<div class="content"><div class="eng"><div class="icon_eng">英</div><div class="content_eng"> adj. of moderate or low quality, value, ability, or performance</div></div><div class="cn"><div class="icon_cn">中</div><div class="content_cn"> 平庸的，平凡的</div></div></div>
<div class="word_wrap"><h2 class="word">irritate</h2></div>	<div class="content"><div class="eng"><div class="icon_eng">英</div><div class="content_eng"> v. to provoke impatience, anger, or displeasure in</div></div><div class="cn"><div class="icon_cn">中</div><div class="content_cn"> 使 ... 不高兴</div></div></div>
<div class="word_wrap"><h2 class="word">stilted</h2></div>	<div class="content"><div class="eng"><div class="icon_eng">英</div><div class="content_eng"> adj. awkward especially because of being too formal</div></div><div class="cn"><div class="icon_cn">中</div><div class="content_cn"> 不自然的，僵硬的</div></div></div>
<div class="word_wrap"><h2 class="word">placid</h2></div>	<div class="content"><div class="eng"><div class="icon_eng">英</div><div class="content_eng"> adj. not easily upset or excited</div></div><div class="cn"><div class="icon_cn">中</div><div class="content_cn"> 平静的</div></div></div>
<div class="word_wrap"><h2 class="word">erratic</h2></div>	<div class="content"><div class="eng"><div class="icon_eng">英</div><div class="content_eng"> adj. acting, moving, or changing in ways that are not expected or usual</div></div><div class="cn"><div class="icon_cn">中</div><div class="content_cn"> 飘忽不定的，没规律的</div></div><div class="cho"><div class="icon_cho">选</div><div class="content_cho"> ﬁckle, versatile, volatile, ﬂighty, capricious</div></div><div class="eng"><div class="icon_eng">英</div><div class="content_eng"> adj. deviating from what is ordinary or standard</div></div><div class="cn"><div class="icon_cn">中</div><div class="content_cn"> 古怪的</div></div></div>
<div class="word_wrap"><h2 class="word">ingenious</h2></div>	<div class="content"><div class="eng"><div class="icon_eng">英</div><div class="content_eng"> adj. very smart or clever</div></div><div class="cn"><div class="icon_cn">中</div><div class="content_cn"> 天才的，聪明的</div></div><div class="cho"><div class="icon_cho">选</div><div class="content_cho"> clever</div></div><div class="opp"><div class="icon_opp">反</div><div class="content_opp"> awkward</div></div></div>
<div class="word_wrap"><h2 class="word">renaissance</h2></div>	<div class="content"><div class="eng"><div class="icon_eng">英</div><div class="content_eng"> n. revival</div></div><div class="cn"><div class="icon_cn">中</div><div class="content_cn"> 复苏</div></div><div class="cho"><div class="icon_cho">选</div><div class="content_cho"> revival</div></div><div class="eng"><div class="icon_eng">英</div><div class="content_eng"> n.</div></div><div class="cn"><div class="icon_cn">中</div><div class="content_cn"> 文艺复兴时期（首字母大写）</div></div></div>
<div class="word_wrap"><h2 class="word">endorse</h2></div>	<div class="content"><div class="eng"><div class="icon_eng">英</div><div class="content_eng"> v. to publicly or ofﬁcially say that you support or approve of (someone or something)</div></div><div class="cn"><div class="icon_cn">中</div><div class="content_cn"> 公开支持</div></div><div class="cho"><div class="icon_cho">选</div><div class="content_cho"> sanction, commend, authorize</div></div><div class="opp"><div class="icon_opp">反</div><div class="content_opp"> oppose</div></div><div class="eng"><div class="icon_eng">英</div><div class="content_eng"> v. to publicly say that you like or use (a product or service) in exchange for money</div></div><div class="cn"><div class="icon_cn">中</div><div class="content_cn"> 代言…产品</div></div></div>
<div class="word_wrap"><h2 class="word">harbinger</h2></div>	<div class="content"><div class="eng"><div class="icon_eng">英</div><div class="content_eng"> n. something that shows what is coming</div></div><div class="cn"><div class="icon_cn">中</div><div class="content_cn"> 前兆</div></div><div class="cho"><div class="icon_cho">选</div><div class="content_cho"> herald</div></div><div class="eng"><div class="icon_eng">英</div><div class="content_eng"> v. to be a harbinger of</div></div><div class="cn"><div class="icon_cn">中</div><div class="content_cn"> 预兆</div></div></div>
<div class="word_wrap"><h2 class="word">malign</h2></div>	<div class="content"><div class="eng"><div class="icon_eng">英</div><div class="content_eng"> adj. having or showing intense often vicious ill will</div></div><div class="cn"><div class="icon_cn">中</div><div class="content_cn"> 邪恶的，恶毒的</div></div><div class="eng"><div class="icon_eng">英</div><div class="content_eng"> v. to say bad things about (someone or something) publicly</div></div><div class="cn"><div class="icon_cn">中</div><div class="content_cn"> 贬损，诋毁</div></div></div>
<div class="word_wrap"><h2 class="word">imperative</h2></div>	<div class="content"><div class="eng"><div class="icon_eng">英</div><div class="content_eng"> adj. very important</div></div><div class="cn"><div class="icon_cn">中</div><div class="content_cn"> 重要的</div></div><div class="eng"><div class="icon_eng">英</div><div class="content_eng"> n. a command, rule, duty, etc., that is very important or necessary</div></div><div class="cn"><div class="icon_cn">中</div><div class="content_cn"> 命令，规则</div></div></div>
<div class="word_wrap"><h2 class="word">ethical</h2></div>	<div class="content"><div class="eng"><div class="icon_eng">英</div><div class="content_eng"> adj. morally right and good</div></div><div class="cn"><div class="icon_cn">中</div><div class="content_cn"> 道德的</div></div></div>
<div class="word_wrap"><h2 class="word">consequential</h2></div>	<div class="content"><div class="eng"><div class="icon_eng">英</div><div class="content_eng"> adj. having signiﬁcant consequences</div></div><div class="cn"><div class="icon_cn">中</div><div class="content_cn"> 重要的</div></div><div class="opp"><div class="icon_opp">反</div><div class="content_opp"> nugatory</div></div><div class="derive"><div class="icon_derive">派</div><div class="content_derive"> inconsequential adj. 不重要的</div></div><div class="eng"><div class="icon_eng">英</div><div class="content_eng"> adj. self-important</div></div><div class="cn"><div class="icon_cn">中</div><div class="content_cn"> 自以为是的</div></div><div class="eng"><div class="icon_eng">英</div><div class="content_eng"> adj. happening as a result</div></div><div class="cn"><div class="icon_cn">中</div><div class="content_cn"> 结果的</div></div></div>
<div class="word_wrap"><h2 class="word">perpetuate</h2></div>	<div class="content"><div class="eng"><div class="icon_eng">英</div><div class="content_eng"> v. to cause (something that should be stopped, such as a mistaken idea or a bad situation) to continue</div></div><div class="cn"><div class="icon_cn">中</div><div class="content_cn"> 持续，使 ... 继续</div></div></div>
<div class="word_wrap"><h2 class="word">anathema</h2></div>	<div class="content"><div class="eng"><div class="icon_eng">英</div><div class="content_eng"> n. someone or something that is very strongly disliked</div></div><div class="cn"><div class="icon_cn">中</div><div class="content_cn"> 极其讨厌的人或事</div></div><div class="eng"><div class="icon_eng">英</div><div class="content_eng"> n. a vehement denunciation</div></div><div class="cn"><div class="icon_cn">中</div><div class="content_cn"> 咒骂</div></div></div>
<div class="word_wrap"><h2 class="word">illuminate</h2></div>	<div class="content"><div class="eng"><div class="icon_eng">英</div><div class="content_eng"> v. to make (something) clear and easier to understand</div></div><div class="cn"><div class="icon_cn">中</div><div class="content_cn"> 阐述清楚</div></div><div class="cho"><div class="icon_cho">选</div><div class="content_cho"> clarify</div></div></div>
<div class="word_wrap"><h2 class="word">enchanting</h2></div>	<div class="content"><div class="eng"><div class="icon_eng">英</div><div class="content_eng"> adj. charming</div></div><div class="cn"><div class="icon_cn">中</div><div class="content_cn"> 迷人的</div></div></div>
<div class="word_wrap"><h2 class="word">mishandle</h2></div>	<div class="content"><div class="eng"><div class="icon_eng">英</div><div class="content_eng"> v. to treat roughly</div></div><div class="cn"><div class="icon_cn">中</div><div class="content_cn"> 虐待</div></div><div class="eng"><div class="icon_eng">英</div><div class="content_eng"> v. to deal with or manage wrongly or ignorantly</div></div><div class="cn"><div class="icon_cn">中</div><div class="content_cn"> 错误地处理，处理不当</div></div></div>
<div class="word_wrap"><h2 class="word">fickle</h2></div>	<div class="content"><div class="eng"><div class="icon_eng">英</div><div class="content_eng"> adj. changing opinions often</div></div><div class="cn"><div class="icon_cn">中</div><div class="content_cn"> 多变的</div></div><div class="cho"><div class="icon_cho">选</div><div class="content_cho"> versatile, volatile, ﬂighty, erratic, capricious</div></div></div>
<div class="word_wrap"><h2 class="word">countermand</h2></div>	<div class="content"><div class="eng"><div class="icon_eng">英</div><div class="content_eng"> v. to cancel (an order) especially by giving a new order</div></div><div class="cn"><div class="icon_cn">中</div><div class="content_cn"> 撤销（命令）</div></div></div>
<div class="word_wrap"><h2 class="word">mollify</h2></div>	<div class="content"><div class="eng"><div class="icon_eng">英</div><div class="content_eng"> v. to make (someone) less angry : to calm (someone) down</div></div><div class="cn"><div class="icon_cn">中</div><div class="content_cn"> 安抚</div></div><div class="opp"><div class="icon_opp">反</div><div class="content_opp"> inﬂame, ire</div></div></div>
<div class="word_wrap"><h2 class="word">gloomy</h2></div>	<div class="content"><div class="eng"><div class="icon_eng">英</div><div class="content_eng"> adj. causing feelings of sadness</div></div><div class="cn"><div class="icon_cn">中</div><div class="content_cn"> 悲伤的</div></div><div class="cho"><div class="icon_cho">选</div><div class="content_cho"> lugubrious, cheerless</div></div></div>
<div class="word_wrap"><h2 class="word">methodical</h2></div>	<div class="content"><div class="eng"><div class="icon_eng">英</div><div class="content_eng"> adj. arranged, characterized by, or performed with method or order</div></div><div class="cn"><div class="icon_cn">中</div><div class="content_cn"> 有条理的</div></div></div>
<div class="word_wrap"><h2 class="word">hortatory</h2></div>	<div class="content"><div class="eng"><div class="icon_eng">英</div><div class="content_eng"> adj. advisory</div></div><div class="cn"><div class="icon_cn">中</div><div class="content_cn"> 劝告的</div></div></div>
<div class="word_wrap"><h2 class="word">innate</h2></div>	<div class="content"><div class="eng"><div class="icon_eng">英</div><div class="content_eng"> adj. existing from the time a person or animal is born</div></div><div class="cn"><div class="icon_cn">中</div><div class="content_cn"> 天生的</div></div><div class="cho"><div class="icon_cho">选</div><div class="content_cho"> inborn</div></div></div>
<div class="word_wrap"><h2 class="word">displace</h2></div>	<div class="content"><div class="eng"><div class="icon_eng">英</div><div class="content_eng"> v. to force (people or animals) to leave the area where they live</div></div><div class="cn"><div class="icon_cn">中</div><div class="content_cn"> 驱逐</div></div><div class="eng"><div class="icon_eng">英</div><div class="content_eng"> v. to take the job or position of (someone or something)</div></div><div class="cn"><div class="icon_cn">中</div><div class="content_cn"> 取代，代替</div></div></div>
<div class="word_wrap"><h2 class="word">apprehend</h2></div>	<div class="content"><div class="eng"><div class="icon_eng">英</div><div class="content_eng"> v. to arrest or seize</div></div><div class="cn"><div class="icon_cn">中</div><div class="content_cn"> 逮捕</div></div><div class="derive"><div class="icon_derive">派</div><div class="content_derive"> apprehension n. 理解；逮捕；恐惧</div></div><div class="eng"><div class="icon_eng">英</div><div class="content_eng"> v. to notice and understand (something)</div></div><div class="cn"><div class="icon_cn">中</div><div class="content_cn"> 理解</div></div><div class="eng"><div class="icon_eng">英</div><div class="content_eng"> v. to anticipate especially with anxiety, dread, or fear</div></div><div class="cn"><div class="icon_cn">中</div><div class="content_cn"> 害怕，恐惧 选 trepidation 反 intrepid</div></div></div>
<div class="word_wrap"><h2 class="word">disarray</h2></div>	<div class="content"><div class="eng"><div class="icon_eng">英</div><div class="content_eng"> n. a lack of order</div></div><div class="cn"><div class="icon_cn">中</div><div class="content_cn"> 杂乱，混乱</div></div><div class="eng"><div class="icon_eng">英</div><div class="content_eng"> v. to throw into disorder</div></div><div class="cn"><div class="icon_cn">中</div><div class="content_cn"> 使混乱</div></div></div>
<div class="word_wrap"><h2 class="word">tedious</h2></div>	<div class="content"><div class="eng"><div class="icon_eng">英</div><div class="content_eng"> adj. boring and too slow or long</div></div><div class="cn"><div class="icon_cn">中</div><div class="content_cn"> 冗长无聊的</div></div><div class="cho"><div class="icon_cho">选</div><div class="content_cho"> boring, dreary</div></div></div>
<div class="word_wrap"><h2 class="word">emphasis</h2></div>	<div class="content"><div class="eng"><div class="icon_eng">英</div><div class="content_eng"> n. special importance or attention given to something</div></div><div class="cn"><div class="icon_cn">中</div><div class="content_cn"> 强调</div></div><div class="derive"><div class="icon_derive">派</div><div class="content_derive"> emphasize v. 强调</div></div></div>
<div class="word_wrap"><h2 class="word">irascible</h2></div>	<div class="content"><div class="eng"><div class="icon_eng">英</div><div class="content_eng"> adj. becoming angry very easily</div></div><div class="cn"><div class="icon_cn">中</div><div class="content_cn"> 易怒的，坏脾气的</div></div><div class="cho"><div class="icon_cho">选</div><div class="content_cho"> exasperation</div></div></div>
<div class="word_wrap"><h2 class="word">fastidious</h2></div>	<div class="content"><div class="eng"><div class="icon_eng">英</div><div class="content_eng"> adj. very careful about how you do something</div></div><div class="cn"><div class="icon_cn">中</div><div class="content_cn"> 小心谨慎的，挑剔的</div></div><div class="opp"><div class="icon_opp">反</div><div class="content_opp"> indiscriminate</div></div></div>
<div class="word_wrap"><h2 class="word">occlude</h2></div>	<div class="content"><div class="eng"><div class="icon_eng">英</div><div class="content_eng"> v. to close up or block off</div></div><div class="cn"><div class="icon_cn">中</div><div class="content_cn"> 阻塞</div></div></div>
<div class="word_wrap"><h2 class="word">impair</h2></div>	<div class="content"><div class="eng"><div class="icon_eng">英</div><div class="content_eng"> v. to make (something) weaker or worse</div></div><div class="cn"><div class="icon_cn">中</div><div class="content_cn"> 损害</div></div><div class="cho"><div class="icon_cho">选</div><div class="content_cho"> subvert, undercut, undermine, compromise, vitiate</div></div></div>
<div class="word_wrap"><h2 class="word">laudatory</h2></div>	<div class="content"><div class="eng"><div class="icon_eng">英</div><div class="content_eng"> adj. expressing or containing praise</div></div><div class="cn"><div class="icon_cn">中</div><div class="content_cn"> 赞美的</div></div><div class="derive"><div class="icon_derive">派</div><div class="content_derive"> laud v. 赞美</div></div></div>
<div class="word_wrap"><h2 class="word">prevalent</h2></div>	<div class="content"><div class="eng"><div class="icon_eng">英</div><div class="content_eng"> adj. common or widespread</div></div><div class="cn"><div class="icon_cn">中</div><div class="content_cn"> 流行的，普遍的</div></div><div class="cho"><div class="icon_cho">选</div><div class="content_cho"> extensive, widespread</div></div></div>
<div class="word_wrap"><h2 class="word">deprecate</h2></div>	<div class="content"><div class="eng"><div class="icon_eng">英</div><div class="content_eng"> v. to criticize or express disapproval of (someone or something)</div></div><div class="cn"><div class="icon_cn">中</div><div class="content_cn"> 贬损，诋毁</div></div><div class="cho"><div class="icon_cho">选</div><div class="content_cho"> detract</div></div><div class="derive"><div class="icon_derive">派</div><div class="content_derive"> deprecatory adj. 不赞成的，反对的</div></div></div>
<div class="word_wrap"><h2 class="word">portend</h2></div>	<div class="content"><div class="eng"><div class="icon_eng">英</div><div class="content_eng"> v. to be a sign or warning that something usually bad or unpleasant is going to happen</div></div><div class="cn"><div class="icon_cn">中</div><div class="content_cn"> 预示 , 预兆</div></div><div class="cho"><div class="icon_cho">选</div><div class="content_cho"> predict, presage</div></div><div class="derive"><div class="icon_derive">派</div><div class="content_derive"> portent n. 前兆，预示</div></div></div>
<div class="word_wrap"><h2 class="word">self-defeating</h2></div>	<div class="content"><div class="eng"><div class="icon_eng">英</div><div class="content_eng"> adj. injurious to one's or its own purposes or welfare</div></div><div class="cn"><div class="icon_cn">中</div><div class="content_cn"> 违背自己利益的，弄巧成拙的</div></div></div>
<div class="word_wrap"><h2 class="word">proclaim</h2></div>	<div class="content"><div class="eng"><div class="icon_eng">英</div><div class="content_eng"> v. to say or state (something) in a public, ofﬁcial, or deﬁnite way</div></div><div class="cn"><div class="icon_cn">中</div><div class="content_cn"> 宣布</div></div><div class="cho"><div class="icon_cho">选</div><div class="content_cho"> profess</div></div></div>
<div class="word_wrap"><h2 class="word">meddle</h2></div>	<div class="content"><div class="eng"><div class="icon_eng">英</div><div class="content_eng"> v. to interest oneself in what is not one's concern</div></div><div class="cn"><div class="icon_cn">中</div><div class="content_cn"> 干涉</div></div></div>
<div class="word_wrap"><h2 class="word">overshadow</h2></div>	<div class="content"><div class="eng"><div class="icon_eng">英</div><div class="content_eng"> v. to exceed in importance</div></div><div class="cn"><div class="icon_cn">中</div><div class="content_cn"> 超出，超过</div></div><div class="eng"><div class="icon_eng">英</div><div class="content_eng"> v. to cast a shadow over</div></div><div class="cn"><div class="icon_cn">中</div><div class="content_cn"> 遮盖</div></div><div class="cho"><div class="icon_cho">选</div><div class="content_cho"> obscure</div></div></div>
<div class="word_wrap"><h2 class="word">somnolent</h2></div>	<div class="content"><div class="eng"><div class="icon_eng">英</div><div class="content_eng"> adj. very boring or causing a person to fall asleep</div></div><div class="cn"><div class="icon_cn">中</div><div class="content_cn"> 无聊的，令人昏昏欲睡的</div></div><div class="cho"><div class="icon_cho">选</div><div class="content_cho"> lethargic</div></div></div>
<div class="word_wrap"><h2 class="word">precipitate</h2></div>	<div class="content"><div class="eng"><div class="icon_eng">英</div><div class="content_eng"> v. to cause (something) to happen quickly or suddenly</div></div><div class="cn"><div class="icon_cn">中</div><div class="content_cn"> 加速</div></div><div class="eng"><div class="icon_eng">英</div><div class="content_eng"> adj. happening very quickly or too quickly without enough thought or planning</div></div><div class="cn"><div class="icon_cn">中</div><div class="content_cn"> 鲁莽的</div></div><div class="opp"><div class="icon_opp">反</div><div class="content_opp"> deliberate</div></div></div>
<div class="word_wrap"><h2 class="word">onerous</h2></div>	<div class="content"><div class="eng"><div class="icon_eng">英</div><div class="content_eng"> adj. difﬁcult and unpleasant to do or deal with</div></div><div class="cn"><div class="icon_cn">中</div><div class="content_cn"> 繁重的，费力的</div></div><div class="cho"><div class="icon_cho">选</div><div class="content_cho"> burdensome</div></div></div>
<div class="word_wrap"><h2 class="word">comity</h2></div>	<div class="content"><div class="eng"><div class="icon_eng">英</div><div class="content_eng"> n. friendly social atmosphere</div></div><div class="cn"><div class="icon_cn">中</div><div class="content_cn"> 友好，和谐</div></div><div class="cho"><div class="icon_cho">选</div><div class="content_cho"> civility</div></div></div>
<div class="word_wrap"><h2 class="word">douse</h2></div>	<div class="content"><div class="eng"><div class="icon_eng">英</div><div class="content_eng"> v. to extinguish</div></div><div class="cn"><div class="icon_cn">中</div><div class="content_cn"> 熄灭</div></div><div class="cho"><div class="icon_cho">选</div><div class="content_cho"> extinguish</div></div></div>
<div class="word_wrap"><h2 class="word">asseverate</h2></div>	<div class="content"><div class="eng"><div class="icon_eng">英</div><div class="content_eng"> v. to afﬁrm or declare positively or earnestly</div></div><div class="cn"><div class="icon_cn">中</div><div class="content_cn"> 郑重声明</div></div></div>
<div class="word_wrap"><h2 class="word">arbitrary</h2></div>	<div class="content"><div class="eng"><div class="icon_eng">英</div><div class="content_eng"> adj. not planned or chosen for a particular reason</div></div><div class="cn"><div class="icon_cn">中</div><div class="content_cn"> 武断的，任性的</div></div><div class="eng"><div class="icon_eng">英</div><div class="content_eng"> adj. existing or coming about seemingly at random or by chance or as a capricious and unreasonable act of will</div></div><div class="cn"><div class="icon_cn">中</div><div class="content_cn"> 随意的</div></div></div>
<div class="word_wrap"><h2 class="word">discretion</h2></div>	<div class="content"><div class="eng"><div class="icon_eng">英</div><div class="content_eng"> n. power of free decision or latitude of choice within certain legal bounds</div></div><div class="cn"><div class="icon_cn">中</div><div class="content_cn"> 自由决定</div></div><div class="eng"><div class="icon_eng">英</div><div class="content_eng"> n. the quality of having or showing discernment or good judgment: the quality of being discreet: circumspection;</div></div><div class="cn"><div class="icon_cn">中</div><div class="content_cn"> 谨慎</div></div><div class="opp"><div class="icon_opp">反</div><div class="content_opp"> injudicious</div></div></div>
<div class="word_wrap"><h2 class="word">sacrosanct</h2></div>	<div class="content"><div class="eng"><div class="icon_eng">英</div><div class="content_eng"> adj. most sacred or holy</div></div><div class="cn"><div class="icon_cn">中</div><div class="content_cn"> 神圣而不可侵犯的</div></div></div>
<div class="word_wrap"><h2 class="word">quiescent</h2></div>	<div class="content"><div class="eng"><div class="icon_eng">英</div><div class="content_eng"> adj. not active</div></div><div class="cn"><div class="icon_cn">中</div><div class="content_cn"> 静止的，不活跃的</div></div><div class="cho"><div class="icon_cho">选</div><div class="content_cho"> calm</div></div><div class="opp"><div class="icon_opp">反</div><div class="content_opp"> restless</div></div><div class="derive"><div class="icon_derive">派</div><div class="content_derive"> quiescence n. 静止</div></div></div>
<div class="word_wrap"><h2 class="word">evasive</h2></div>	<div class="content"><div class="eng"><div class="icon_eng">英</div><div class="content_eng"> adj. not honest or direct</div></div><div class="cn"><div class="icon_cn">中</div><div class="content_cn"> 回避的，闪烁其词的</div></div><div class="cho"><div class="icon_cho">选</div><div class="content_cho"> elusive</div></div></div>
<div class="word_wrap"><h2 class="word">defer</h2></div>	<div class="content"><div class="eng"><div class="icon_eng">英</div><div class="content_eng"> v. put off, delay</div></div><div class="cn"><div class="icon_cn">中</div><div class="content_cn"> 推迟</div></div><div class="eng"><div class="icon_eng">英</div><div class="content_eng"> v. to submit to another's wishes, opinion, or governance usually through deference or respect</div></div><div class="cn"><div class="icon_cn">中</div><div class="content_cn"> 顺从</div></div></div>
<div class="word_wrap"><h2 class="word">innocuous</h2></div>	<div class="content"><div class="eng"><div class="icon_eng">英</div><div class="content_eng"> adj. producing no injury</div></div><div class="cn"><div class="icon_cn">中</div><div class="content_cn"> 无害的</div></div><div class="cho"><div class="icon_cho">选</div><div class="content_cho"> harmless</div></div><div class="opp"><div class="icon_opp">反</div><div class="content_opp"> caustic</div></div><div class="eng"><div class="icon_eng">英</div><div class="content_eng"> adj. not likely to give offense or to arouse strong feelings or hostility</div></div><div class="cn"><div class="icon_cn">中</div><div class="content_cn"> 不惹人厌烦的</div></div></div>
<div class="word_wrap"><h2 class="word">arcane</h2></div>	<div class="content"><div class="eng"><div class="icon_eng">英</div><div class="content_eng"> adj. known or understood by only a few people</div></div><div class="cn"><div class="icon_cn">中</div><div class="content_cn"> 难懂的，只有少数人懂得的</div></div><div class="cho"><div class="icon_cho">选</div><div class="content_cho"> esoteric, recondite, abstruse</div></div></div>
<div class="word_wrap"><h2 class="word">permanent</h2></div>	<div class="content"><div class="eng"><div class="icon_eng">英</div><div class="content_eng"> adj. lasting or continuing for a very long time or forever</div></div><div class="cn"><div class="icon_cn">中</div><div class="content_cn"> 长期稳定的</div></div></div>
<div class="word_wrap"><h2 class="word">entice</h2></div>	<div class="content"><div class="eng"><div class="icon_eng">英</div><div class="content_eng"> v. to attract artfully or adroitly or by arousing hope or desire</div></div><div class="cn"><div class="icon_cn">中</div><div class="content_cn"> 诱惑</div></div></div>
<div class="word_wrap"><h2 class="word">unmistakable</h2></div>	<div class="content"><div class="eng"><div class="icon_eng">英</div><div class="content_eng"> adj. not capable of being mistaken or misunderstood</div></div><div class="cn"><div class="icon_cn">中</div><div class="content_cn"> 清晰的，一目了然的</div></div><div class="cho"><div class="icon_cho">选</div><div class="content_cho"> decisive</div></div></div>
<div class="word_wrap"><h2 class="word">antecedent</h2></div>	<div class="content"><div class="eng"><div class="icon_eng">英</div><div class="content_eng"> n. something that came before something else and may have inﬂuenced or caused it</div></div><div class="cn"><div class="icon_cn">中</div><div class="content_cn"> 先前的</div></div><div class="cho"><div class="icon_cho">选</div><div class="content_cho"> precursor</div></div></div>
<div class="word_wrap"><h2 class="word">overstate</h2></div>	<div class="content"><div class="eng"><div class="icon_eng">英</div><div class="content_eng"> v. to say that (something) is larger or greater than it really is</div></div><div class="cn"><div class="icon_cn">中</div><div class="content_cn"> 夸大</div></div></div>
<div class="word_wrap"><h2 class="word">relish</h2></div>	<div class="content"><div class="eng"><div class="icon_eng">英</div><div class="content_eng"> v. to enjoy or take pleasure in (something)</div></div><div class="cn"><div class="icon_cn">中</div><div class="content_cn"> 喜爱</div></div><div class="cho"><div class="icon_cho">选</div><div class="content_cho"> delight</div></div></div>
<div class="word_wrap"><h2 class="word">trepidation</h2></div>	<div class="content"><div class="eng"><div class="icon_eng">英</div><div class="content_eng"> n. a nervous or fearful feeling of uncertain agitation</div></div><div class="cn"><div class="icon_cn">中</div><div class="content_cn"> 恐惧，害怕</div></div><div class="cho"><div class="icon_cho">选</div><div class="content_cho"> apprehension</div></div><div class="derive"><div class="icon_derive">派</div><div class="content_derive"> intrepid adj. 无畏的，勇敢的</div></div></div>
<div class="word_wrap"><h2 class="word">synergy</h2></div>	<div class="content"><div class="eng"><div class="icon_eng">英</div><div class="content_eng"> n. the increased effectiveness that results when two or more people or businesses work together</div></div><div class="cn"><div class="icon_cn">中</div><div class="content_cn"> 协同作用</div></div></div>
<div class="word_wrap"><h2 class="word">universal</h2></div>	<div class="content"><div class="eng"><div class="icon_eng">英</div><div class="content_eng"> adj. existing or true at all times or in all places</div></div><div class="cn"><div class="icon_cn">中</div><div class="content_cn"> 普世的</div></div><div class="cho"><div class="icon_cho">选</div><div class="content_cho"> omnipresent, ubiquitous</div></div><div class="eng"><div class="icon_eng">英</div><div class="content_eng"> adj. present or occurring everywhere</div></div><div class="cn"><div class="icon_cn">中</div><div class="content_cn"> 普遍的</div></div></div>
<div class="word_wrap"><h2 class="word">dampen</h2></div>	<div class="content"><div class="eng"><div class="icon_eng">英</div><div class="content_eng"> v.  to check or diminish the activity or vigor of</div></div><div class="cn"><div class="icon_cn">中</div><div class="content_cn"> 抑制，削弱</div></div><div class="cho"><div class="icon_cho">选</div><div class="content_cho"> deaden</div></div></div>
<div class="word_wrap"><h2 class="word">predate</h2></div>	<div class="content"><div class="eng"><div class="icon_eng">英</div><div class="content_eng"> v. to exist or happen at an earlier time than (something or someone)</div></div><div class="cn"><div class="icon_cn">中</div><div class="content_cn"> 先于</div></div><div class="cho"><div class="icon_cho">选</div><div class="content_cho"> antedate</div></div></div>
<div class="word_wrap"><h2 class="word">premise</h2></div>	<div class="content"><div class="eng"><div class="icon_eng">英</div><div class="content_eng"> n. a proposition antecedently supposed or proved as a basis of argument or inference</div></div><div class="cn"><div class="icon_cn">中</div><div class="content_cn"> 前提</div></div></div>
<div class="word_wrap"><h2 class="word">motivate</h2></div>	<div class="content"><div class="eng"><div class="icon_eng">英</div><div class="content_eng"> v. to provide with a motive</div></div><div class="cn"><div class="icon_cn">中</div><div class="content_cn"> 激励</div></div></div>
<div class="word_wrap"><h2 class="word">linkage</h2></div>	<div class="content"><div class="eng"><div class="icon_eng">英</div><div class="content_eng"> n. a connection or relationship between two or more things</div></div><div class="cn"><div class="icon_cn">中</div><div class="content_cn"> 连接，联结</div></div></div>
<div class="word_wrap"><h2 class="word">hypocrisy</h2></div>	<div class="content"><div class="eng"><div class="icon_eng">英</div><div class="content_eng"> n. a feigning to be what one is not or to believe what one does not; especially :  the false assumption of an appearance of virtue or religion</div></div><div class="cn"><div class="icon_cn">中</div><div class="content_cn"> 虚伪，伪善</div></div><div class="cho"><div class="icon_cho">选</div><div class="content_cho"> insincerity</div></div></div>
